country,dataset_key,dataset_party_id,name_short,name,name_english,year_first,year_last,share,share_year,description,comment,created,modified,external_id,partyfacts_id,linked
ARM,manifesto,76521,AIM,Azgayin Inknoroshum Miavorum,National Self-Determination Union,1995,1995,5.7,1995,,,2014-02-08 21:29:19.531500+00:00,2021-03-12 10:13:34.667520+00:00,3755,2010,2014-02-10 09:22:39.785283+00:00
ARM,manifesto,76904,AM,Azgayin Miabanutyun,National Unity Party,2003,2003,8.9,2003,,,2014-02-08 21:29:12.666401+00:00,2021-03-12 10:13:34.672296+00:00,3641,2011,2014-02-10 09:23:49.511088+00:00
ARM,manifesto,76712,AZhM,Azgayin Zhoghovrdakan Miutyun,National Democratic Union,1995,1999,7.7,1995,,,2014-02-08 21:29:18.531652+00:00,2021-03-12 10:13:34.679085+00:00,3739,2009,2014-02-10 09:21:53.514349+00:00
ARM,manifesto,76620,BHK,Bargavadj Hayastan Kusaktsutyun,Prosperous Armenia,2007,2012,30.2,2012,,,2015-11-17 11:43:39.323459+00:00,2021-03-12 10:13:34.692340+00:00,15497,4205,2015-11-17 11:45:58.804934+00:00
ARM,manifesto,76711,HA,Hanrapetutyun,Republic,1995,1995,43.9,1995,,,2014-02-08 21:29:12.452172+00:00,2021-03-12 10:13:34.707548+00:00,3634,2012,2014-02-10 09:24:15.037787+00:00
ARM,manifesto,76610,HHK,Hayastani Hanrapetakan Kusaktsutyun,Republican Party of Armenia,2003,2012,44.1,2012,,,2014-02-08 21:29:19.283106+00:00,2021-03-12 10:13:34.731305+00:00,3751,2013,2014-02-10 09:24:41.404501+00:00
ARM,manifesto,76222,HKK,Hayastani Komunistakan Kusaktsutyun,Communist Party of Armenia,1995,1999,12.4,1995,,,2014-02-08 21:29:16.260011+00:00,2021-03-12 10:13:34.740552+00:00,3700,2018,2014-02-10 09:28:26.640596+00:00
ARM,manifesto,76041,HAK,Hay Azgayin Kongres,Armenian National Congress,2012,2012,7.1,2012,,,2015-11-17 11:43:43.584400+00:00,2021-03-12 10:13:34.747022+00:00,15504,4539,2015-11-17 12:05:20.705508+00:00
ARM,manifesto,76321,HHD,Hay Heghapokhakan Dashnaktsutyun,Armenian Revolutionary Federation,1999,2012,13.2,2007,,,2014-02-08 21:29:20.648179+00:00,2021-03-12 10:13:34.759326+00:00,3767,2020,2014-02-10 09:34:02.699379+00:00
ARM,manifesto,76902,IM,Iravunk ev Miabanutyun,Right and Unity,1999,1999,8.1,1999,,,2014-02-08 21:29:20.115399+00:00,2021-03-12 10:13:34.763019+00:00,3761,3890,2016-08-20 14:54:39.048708+00:00
ARM,manifesto,76903,M,Miasnutyun,Unity,1999,1999,42.4,1999,,,2014-02-08 21:29:08.510457+00:00,2021-03-12 10:13:34.768306+00:00,3568,2013,2020-04-18 02:02:14.559053+00:00
ARM,manifesto,76322,MAK,Miavorvac Ashkhatankayin Kusaktsutyun,United Labour Party,2003,2003,5.7,2003,,,2014-02-08 21:29:17.912238+00:00,2021-03-12 10:13:34.770387+00:00,3729,2016,2014-02-10 09:26:35.786730+00:00
ARM,manifesto,76420,OEK,Orinats' Yerkir,Rule of Law,1999,2012,12.6,2003,,,2014-02-08 21:29:15.757405+00:00,2021-03-12 10:13:34.776321+00:00,3691,2007,2014-02-10 09:20:55.246787+00:00
ARM,manifesto,76901,,Shamiram,Semiramis (Women’s Movement),1995,1995,17.4,1995,,,2014-02-08 21:29:11.013903+00:00,2021-03-12 10:13:34.781965+00:00,3624,2015,2014-02-10 09:25:56.897299+00:00
ARM,manifesto,76430,,Zharangutyun,Heritage,2007,2012,6.0,2007,,,2015-11-17 11:43:51.127922+00:00,2021-03-12 10:13:34.787181+00:00,15534,3783,2015-11-17 12:00:32.454842+00:00
AUS,manifesto,63321,AD,Australian Democrats,Australian Democrats,1990,2001,11.3,1990,,,2013-01-01 18:16:18.103000+00:00,2021-03-12 10:13:34.791466+00:00,1414,990,2013-01-01 18:33:19.496000+00:00
AUS,manifesto,63110,,Australian Greens,Australian Greens,2004,2016,11.8,2010,,,2014-02-08 21:29:20.198519+00:00,2021-03-12 10:13:34.807260+00:00,3763,1209,2014-02-09 14:06:39.389519+00:00
AUS,manifesto,63320,ALP,Australian Labor Party,Australian Labor Party,1946,2016,50.0,1954,,,2013-01-01 18:18:19.112000+00:00,2021-03-12 10:13:34.810785+00:00,1980,424,2013-01-01 18:33:19.895000+00:00
AUS,manifesto,63622,CLP,Country Liberal Party,Country Liberal Party,2013,2013,0.3,2013,,,2015-11-17 11:43:40.181316+00:00,2021-03-12 10:13:34.812716+00:00,15499,143,2015-11-17 11:46:07.890687+00:00
AUS,manifesto,63330,ALP-AC,Democratic Labor Party,Democratic Labor Party,1955,1977,7.8,1958,,,2013-01-01 18:18:28.967000+00:00,2021-03-12 10:13:34.819140+00:00,2027,1540,2013-01-01 18:33:20.746000+00:00
AUS,manifesto,63710,KAT,Katter's Australian Party,Katter's Australian Party,2013,2016,1.0,2013,,,2015-11-17 11:43:39.262199+00:00,2021-03-12 10:13:34.824610+00:00,15496,1997,2015-11-17 11:46:06.478080+00:00
AUS,manifesto,63621,LNP,Liberal National Party of Queensland,Liberal National Party of Queensland,2010,2016,9.1,2010,,,2014-02-08 21:29:14.226992+00:00,2021-03-12 10:13:34.829362+00:00,3668,285,2014-02-09 14:06:52.743053+00:00
AUS,manifesto,63620,LPA,Liberal Party of Australia,Liberal Party of Australia,1946,2016,41.8,1975,,,2013-01-01 18:17:52.342000+00:00,2021-03-12 10:13:34.836106+00:00,1851,486,2013-01-01 18:33:21.095000+00:00
AUS,manifesto,63810,CP,National Party of Australia,National Party of Australia,1946,2016,11.5,1987,,,2013-01-01 18:17:48.281000+00:00,2021-03-12 10:13:34.839721+00:00,1831,1743,2013-01-01 18:33:20.297000+00:00
AUS,manifesto,63901,NXT,Nick Xenophon Team,Nick Xenophon Team,2016,2016,1.8,2016,,,2019-01-22 16:59:52.696653+00:00,2021-03-12 10:13:34.843209+00:00,29061,5453,2019-01-22 16:59:52.750971+00:00
AUS,manifesto,63410,PUP,Palmer United Party,Palmer United Party,2013,2013,5.5,2013,,,2015-11-17 11:43:32.287670+00:00,2021-03-12 10:13:34.856547+00:00,15468,1996,2015-11-17 11:46:11.925742+00:00
AUT,manifesto,42710,BZÖ,Bündnis Zukunft Österreich,Alliance for the Future of Austria,2006,2008,10.7,2008,,,2014-02-08 21:29:16.831116+00:00,2021-03-12 10:13:34.879952+00:00,3710,599,2014-02-09 13:26:45.747566+00:00
AUT,manifesto,42430,NEOS,Das Neue Österreich und Liberales Forum,The New Austria and Liberal Forum,2013,2017,5.3,2017,,,2018-08-02 13:23:00.513088+00:00,2021-03-12 10:13:34.886940+00:00,25047,1970,2018-08-02 13:23:00.547281+00:00
AUT,manifesto,42110,GA,Die Grünen,The Greens,1986,2017,12.4,2013,,,2013-01-01 18:18:24.770000+00:00,2021-03-12 10:13:34.893126+00:00,2007,1659,2013-01-01 18:33:21.472000+00:00
AUT,manifesto,42420,VdU,Freiheitliche Partei Österreichs,Austrian Freedom Party,1949,2017,26.9,1999,,,2013-01-01 18:17:11.030000+00:00,2021-03-12 10:13:34.905296+00:00,1656,463,2013-01-01 18:33:23.307000+00:00
AUT,manifesto,42220,KPÖ,Kommunistische Partei Österreichs,Austrian Communist Party,2002,2008,0.8,2008,,,2013-01-01 18:16:16.852000+00:00,2021-03-12 10:13:34.911611+00:00,1408,996,2014-02-15 22:47:37.431136+00:00
AUT,manifesto,42421,LIF,Liberales Forum,Liberal Forum,1994,1995,6.0,1994,,,2013-01-01 18:17:57.369000+00:00,2021-03-12 10:13:34.916301+00:00,1875,605,2013-01-01 18:33:22.523000+00:00
AUT,manifesto,42120,PILZ,Liste Peter Pilz,Peter Pilz List,2017,2017,4.4,2017,,,2019-01-22 16:59:45.467353+00:00,2021-03-12 10:13:34.918013+00:00,29053,6137,2019-01-22 16:59:45.539094+00:00
AUT,manifesto,42520,ÖVP,Österreichische Volkspartei,Austrian People’s Party,1949,2017,48.3,1966,,,2013-01-01 18:18:05.182000+00:00,2021-03-12 10:13:34.923324+00:00,1913,1329,2013-01-01 18:33:24.167000+00:00
AUT,manifesto,42320,SPÖ,Sozialdemokratische Partei Österreichs,Austrian Social Democratic Party,1949,2017,51.0,1979,,,2013-01-01 18:17:22.879000+00:00,2021-03-12 10:13:34.926669+00:00,1711,1384,2013-01-01 18:33:22.926000+00:00
AUT,manifesto,42951,TS,Team Stronach für Österreich,Team Stronach for Austria,2013,2013,5.7,2013,,,2018-08-02 13:23:03.451374+00:00,2021-03-12 10:13:34.932184+00:00,25061,1971,2018-08-02 13:23:03.503051+00:00
AZE,manifesto,77430,ADPS,Azərbaycan Demokratik Sahibkarlar Partiyası,Azerbaijan Democratic Entrepeneurs Party,1995,1995,4.2,1995,,,2014-02-08 21:29:21.441645+00:00,2021-03-12 10:13:34.939867+00:00,3777,1990,2014-02-09 23:22:15.198383+00:00
AZE,manifesto,77710,AMİP,Azərbaycan Milli İstiqlal Partiyası,Azerbaijan National Independence Party,1995,2000,9.8,1995,,,2014-02-08 21:29:15.846014+00:00,2021-03-12 10:13:34.943610+00:00,3693,1991,2014-02-09 23:22:40.288271+00:00
AZE,manifesto,77221,AVKP,Azərbaycan Vahid Kommunist Partiyası,Azerbaijan United Communist Party,2000,2000,6.3,2000,,,2014-02-08 21:29:10.776124+00:00,2021-03-12 10:13:34.960209+00:00,3619,1993,2014-02-09 23:23:21.595614+00:00
AZE,manifesto,77420,AXC,Azərbaycan Xalq Cebhesi,Azerbaijan Popular Front,1995,2000,11.0,2000,,,2014-02-08 21:29:11.166290+00:00,2021-03-12 10:13:34.965325+00:00,3626,1992,2014-02-09 23:22:59.121106+00:00
AZE,manifesto,77951,VHP,Vatandas Hamrayliyi Partiyası,Civil Solidarity Party,2000,2000,6.4,2000,,,2014-02-08 21:29:07.994343+00:00,2021-03-12 10:13:34.967882+00:00,3563,1994,2014-02-09 23:24:00.418343+00:00
AZE,manifesto,77220,YAP,Yeni  Azərbaycan Partiyası,New Azerbaijan Party,1995,2000,66.1,1995,,,2014-02-08 21:29:21.690993+00:00,2021-03-12 10:13:34.980024+00:00,3779,1995,2014-02-09 23:24:50.558127+00:00
BLR,manifesto,78430,ADPB,Abyadnanya Demakratychnaya Partiya Belarusi,United Democratic Party of Belarus,1995,1995,,1995,,,2014-02-08 21:29:16.560520+00:00,2021-03-12 10:13:35.005880+00:00,3704,2033,2014-02-13 10:46:25.624747+00:00
BLR,manifesto,78212,APB,Agrarnaya Partiya Belarusi,Agrarian Party of Belarus,1995,1995,,1995,,,2014-02-08 21:29:14.053473+00:00,2021-03-12 10:13:35.014039+00:00,3663,2037,2014-02-13 10:51:16.654563+00:00
BLR,manifesto,78710,BSDP,Belaruskaja Sacyjal-Demakratychnaya Partiya ‘Hramada’,Belarusian Social-Democratic Party ‘Hramada’,1995,1995,,1995,,,2014-02-08 21:29:18.238248+00:00,2021-03-12 10:13:35.022455+00:00,3732,2035,2014-02-13 10:48:51.773935+00:00
BLR,manifesto,78901,BPZ-N,Belaruskaya Partiya Zhanchyn ‘Nadzeya',Party of Women ‘Nadzeja’,1995,1995,,1995,,,2014-02-08 21:29:08.212056+00:00,2021-03-12 10:13:35.027021+00:00,3566,2606,2018-11-18 12:19:00.123733+00:00
BLR,manifesto,78213,BKhP,Belaruskaya Syalanskaya Partiya,Belarusan Peasants' Party,1995,1995,,1995,,,2014-02-08 21:29:08.909477+00:00,2021-03-12 10:13:35.028627+00:00,3576,2606,2018-11-10 22:57:39.906754+00:00
BLR,manifesto,78214,BPR,Belaruski Patryatychny Rukh,Belarusan Patriotic Movement,1995,1995,,1995,,,2014-02-08 21:29:17.578112+00:00,2021-03-12 10:13:35.031327+00:00,3721,2036,2014-02-13 10:50:04.070787+00:00
BLR,manifesto,78211,PKB,Partiya Komunistau Belaruskaya,Party of Communists of Belarus,1995,1995,,1995,,,2014-02-08 21:29:15.211808+00:00,2021-03-12 10:13:35.042331+00:00,3682,2030,2014-02-13 10:41:55.584481+00:00
BLR,manifesto,78410,PNZ,Partiya Narodnaya Zgody,Party of People’s Consent,1995,1995,,1995,,,2014-02-08 21:29:09.314837+00:00,2021-03-12 10:13:35.048793+00:00,3587,2606,2018-11-11 19:04:44.014970+00:00
BEL,manifesto,21320,BSP/PSB,Belgische Socialistische Partij/Parti Socialiste Belge,Belgian Socialist Party,1946,1977,39.0,1954,,,2013-01-01 18:17:18.574000+00:00,2021-03-12 10:13:35.055119+00:00,1691,480,2013-01-01 18:33:25.547000+00:00
BEL,manifesto,21521,CVP,Christen-Democratisch en Vlaams,Christian Democratic and Flemish,1968,2010,26.2,1977,,,2013-01-01 18:17:15.925000+00:00,2021-03-12 10:13:35.058554+00:00,1679,622,2013-01-01 18:33:25.968000+00:00
BEL,manifesto,21913,CVV,De Volksunie,Peoples’ Union,1954,1995,11.1,1971,,,2013-01-01 18:17:03.851000+00:00,2021-03-12 10:13:35.097729+00:00,1623,1424,2020-04-18 01:49:11.772509+00:00
BEL,manifesto,21915,VU-ID21,De Volksunie –Integrale Democratie voor de 21ste Eeuw,People’s Union - Complete Democracy for the 21st century,1999,1999,5.6,1999,,,2013-01-01 18:18:13.554000+00:00,2021-03-12 10:13:35.112715+00:00,1953,1424,2016-08-03 09:15:05.847025+00:00
BEL,manifesto,21111,ECOLO,Écologistes Confédérés pour l’Organisation de Luttes Originales,Ecologists,1981,2010,7.4,1999,,,2013-01-01 18:17:29.051000+00:00,2021-03-12 10:13:35.116977+00:00,1740,1563,2013-01-01 18:33:32.321000+00:00
BEL,manifesto,21912,FDF,Front Démocratique Francophones,Francophone Democratic Front of Francophones,1965,1991,4.5,1971,,,2013-01-01 18:18:09.853000+00:00,2021-03-12 10:13:35.147455+00:00,1935,698,2013-01-01 18:33:26.941000+00:00
BEL,manifesto,21112,AGALEV,Groen!,Green!,1981,2010,7.0,1999,,,2013-01-01 18:17:36.730000+00:00,2021-03-12 10:13:35.171033+00:00,1776,528,2013-01-01 18:33:24.538000+00:00
BEL,manifesto,21430,LDD,Lijst Dedecker,List Dedecker,2007,2010,4.0,2007,,,2014-02-08 21:29:17.858840+00:00,2021-03-12 10:13:35.196577+00:00,3728,43,2014-02-09 14:31:06.780328+00:00
BEL,manifesto,21426,MR,Mouvement Réformateur,Reform Movement,2003,2010,12.5,2007,,,2014-02-08 21:29:12.654758+00:00,2021-03-12 10:13:35.216051+00:00,3640,789,2014-02-09 14:30:57.192569+00:00
BEL,manifesto,21916,N-VA,Nieuw-Vlaamse Alliantie,New Flemish Alliance,2003,2010,17.4,2010,,,2014-02-08 21:29:15.890871+00:00,2021-03-12 10:13:35.230674+00:00,3694,36,2014-02-09 22:56:07.161353+00:00
BEL,manifesto,21421,PVV,Open Vlaamse Liberalen en Demokraten,Open Flemish Liberals and Democrats,1971,2010,15.4,2003,,,2013-01-01 18:16:54.352000+00:00,2021-03-12 10:13:35.248369+00:00,1580,49,2013-01-01 18:33:30.968000+00:00
BEL,manifesto,21420,LP/PL,Partij voor Vrijheid en Vooruitgang/Parti de la Liberté et du Progrès,Party of Liberty and Progress,1946,1968,21.6,1965,,,2013-01-01 18:18:29.709000+00:00,2021-03-12 10:13:35.251757+00:00,2031,275,2013-01-01 18:33:27.936000+00:00
BEL,manifesto,21424,PL,Parti Libéral,Liberal Party,1971,1978,1.3,1971,,,2013-01-01 18:16:24.017000+00:00,2021-03-12 10:13:35.275337+00:00,1440,382,2013-01-01 18:33:28.316000+00:00
BEL,manifesto,21422,PLP,Parti Réformateur Libéral,Liberal Reformation Party,1971,1991,10.2,1985,,,2013-01-01 18:18:08.398000+00:00,2021-03-12 10:13:35.287949+00:00,1928,554,2014-02-15 22:47:37.286668+00:00
BEL,manifesto,21423,PRL-FDF,Parti Réformateur Libéral - Front Démocratique des Francophones,Liberal Reformation Party - Francophone Democratic Front,1995,1995,10.3,1995,,,2013-01-01 18:18:16.460000+00:00,2021-03-12 10:13:35.316145+00:00,1967,8259,2020-04-18 01:41:19.559640+00:00
BEL,manifesto,21425,PRL-FDF-MCC,Parti réformateur libéral - Front Démocratique des Francophones - Mouvement des Citoyens pour la Changement,Liberal Reformation Party - Francophone Democratic Front - Citizens’ Movement for Change,1999,1999,10.1,1999,,,2013-01-01 18:17:36.323000+00:00,2021-03-12 10:13:35.323619+00:00,1774,8259,2021-03-25 15:12:18.947551+00:00
BEL,manifesto,21522,PSC,Parti Social Chrétien,Christian Social Party,1968,2010,11.7,1968,,,2013-01-01 18:18:16.226000+00:00,2021-03-12 10:13:35.334048+00:00,1966,633,2013-01-01 18:33:29.200000+00:00
BEL,manifesto,21520,PSC/CVP,Parti Social Chrétien/Christelijke Volkspartij,Francophone Christian Social Party and Flemish Christian People’s Party,1946,1965,47.7,1950,,,2013-01-01 18:17:29.900000+00:00,2021-03-12 10:13:35.339793+00:00,1744,405,2013-01-01 18:33:29.592000+00:00
BEL,manifesto,21322,PS,Parti Socialiste,Francophone Socialist Party,1978,2010,15.7,1987,,,2013-01-01 18:17:16.126000+00:00,2021-03-12 10:13:35.354794+00:00,1680,500,2013-01-01 18:33:29.982000+00:00
BEL,manifesto,21911,RW,Rassemblement Wallon,Walloon Rally,1968,1981,6.7,1971,,,2013-01-01 18:18:03.312000+00:00,2021-03-12 10:13:35.372150+00:00,1904,281,2013-01-01 18:33:31.559000+00:00
BEL,manifesto,21330,SPIRIT,"Sociaal, Progressief, International, Regionalistisch, Integraal-democratisch en Toekomstgericht","Social, Progressive, International, Regionalist, Integrally Democartic  and Forward-Looking",2007,2007,0.0,2007,,,2014-02-08 21:29:14.011550+00:00,2021-03-12 10:13:35.395789+00:00,3661,7015,2019-05-02 11:49:35.518083+00:00
BEL,manifesto,21321,SP,Socialistische Partij Anders,Socialist Party Different,1978,2010,14.9,1987,,,2013-01-01 18:16:17.287000+00:00,2021-03-12 10:13:35.407419+00:00,1410,1680,2013-01-01 18:33:24.909000+00:00
BEL,manifesto,21221,sp.a-SPIRIT,Socialistische Partij Anders - Spirit,Socialist Party Different - Spirit,2003,2007,14.9,2003,,,2014-02-08 21:29:18.946202+00:00,2021-03-12 10:13:35.411435+00:00,3744,1586,2014-02-09 14:30:29.599493+00:00
BEL,manifesto,21917,VB,Vlaams Belang,Flemish Interest,2007,2010,12.0,2007,,,2014-02-08 21:29:18.478515+00:00,2021-03-12 10:13:35.423691+00:00,3738,1968,2014-02-09 14:48:52.404195+00:00
BEL,manifesto,21914,VB,Vlaams Blok,Flemish Bloc,1978,2003,11.7,2003,,,2013-01-01 18:16:33.901000+00:00,2021-03-12 10:13:35.439074+00:00,1484,553,2013-01-01 18:33:31.918000+00:00
BOL,manifesto,151255,AS,Alianza Social,Social Alliance,2009,2009,3.9,2009,,,2018-08-02 13:23:09.768655+00:00,2021-03-12 10:13:35.445690+00:00,25080,715,2018-08-02 13:24:24.339088+00:00
BOL,manifesto,151617,APB,Autonomía para Bolivia,Autonomy for Bolivia,2009,2009,0.0,2009,,,2018-08-02 13:22:58.909166+00:00,2021-03-12 10:13:35.455365+00:00,25037,1880,2018-08-03 12:08:16.209477+00:00
